,0,1,cluster,SMILES_standardized
316,[H]c1nc(-n2c(=O)c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c([H])c1[H],317,1,COc1cc(N=c2nc3c(ccc(=O)n3-c3ccccn3)c[nH]2)cc(OC)c1OC
317,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c([H])c4SC([H])([H])[H])nc32)c([H])c([H])c1[H],318,1,CSc1ccccc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
318,[H]c1c([H])c(C(=O)OC([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],319,0,COC(=O)c1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
319,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c(SC([H])([H])[H])c4[H])nc32)c([H])c([H])c1[H],320,1,CSc1cccc(N=c2nc3c(ccn3-c3ccccn3)c[nH]2)c1
320,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=NC([H])([H])c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c([H])c1[H],321,1,COc1cc(CN=c2nc3c(ccn3-c3ccccn3)c[nH]2)cc(OC)c1OC
321,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H])c1[H],322,0,COC(=O)CNC(=O)CCc1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
322,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C#N)c1[H],323,1,COc1cc(N=c2nc3c(ccn3-c3cccc(CC#N)c3)c[nH]2)cc(OC)c1OC
323,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c([N+](=O)[O-])c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],324,1,COc1cc(N=c2nc3c(ccn3-c3ccc([N+](=O)[O-])cc3)c[nH]2)cc(OC)c1OC
324,[H]c1c(N=c2nc(N=c3c([H])c([H])c([H])c([H])n3[H])c(Br)c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],325,1,COc1cc(N=c2nc(N=c3cccc[nH]3)c(Br)c[nH]2)cc(OC)c1OC
325,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c([H])c4C([H])([H])C([H])([H])[H])nc32)c([H])c([H])c1[H],326,1,CCc1ccccc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
326,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c5c4C([H])([H])C([H])([H])C([H])([H])C5([H])[H])nc32)c([H])c([H])c1[H],327,1,c1ccc(-n2ccc3c[nH]c(=Nc4cccc5c4CCCC5)nc32)nc1
327,[H]c1nc([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(Cl)c1[H],328,1,COc1cc(N=c2nc3c(ccn3-c3cnccc3Cl)c[nH]2)cc(OC)c1OC
328,[H]c1nc(N2c3nc(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])n([H])c([H])c3C([H])([H])C2([H])[H])c([H])c([H])c1[H],329,1,COc1cc(N=c2nc3c(c[nH]2)CCN3c2ccccn2)cc(OC)c1OC
329,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C(=O)N([H])C([H])([H])[H])c1[H],330,0,CNC(=O)Cc1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
330,[H]OC1([H])N(c2nc([H])c([H])c([H])c2[H])c2nc(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n([H])c([H])c2C([H])([H])C1([H])[H],331,1,COc1cc(N=c2nc3c(c[nH]2)CCC(O)N3c2ccccn2)cc(OC)c1OC
331,[H]c1nc(-n2c(C(=O)OC([H])([H])[H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c([H])c1[H],332,0,COC(=O)c1cc2c[nH]c(=Nc3cc(OC)c(OC)c(OC)c3)nc2n1-c1ccccn1
332,[H]c1nc(Cl)nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],333,1,COc1cc(N=c2nc3c(ccn3-c3ccnc(Cl)n3)c[nH]2)cc(OC)c1OC
333,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(I)c([H])c([H])c4C([H])([H])[H])nc32)c([H])c([H])c1[H],334,1,Cc1ccc(I)cc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
334,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2C1([H])OC5(C([H])([H])[H])C([H])(OC([H])([H])[H])C([H])(N([H])C([H])([H])[H])C1([H])[H])C([H])([H])N([H])C3=O,335,0,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
